Order_ID,Order_Date,Customer_ID,Customer_Name,Gender,Age,City,State,Region,Product_ID,Product_Name,Category,Subcategory,Quantity,Unit_Price,Discount,Revenue,Payment_Method,Customer_Type,Marketing_Channel
O000008,22-02-25,C04339,Customer 04339,Female,38,Noida,Uttar Pradesh,North,P012,Non-stick Cookware Set,Home & Kitchen,Cookware,1,2999,0%,2999.00,Net Banking,Returning,Google
O000008,22-02-25,C04339,Customer 04339,Female,38,Noida,Uttar Pradesh,North,P021,Cricket Bat,Sports & Fitness,Sports,1,3999,10%,3599.10,Net Banking,Returning,Google
O000009,27-12-25,C01466,Customer 01466,Female,41,New Delhi,Delhi,North,P011,Kurta Set,Fashion,Ethnic Wear,1,1799,15%,1529.15,Wallet,Returning,Affiliate
O000010,27-12-25,C04332,Customer 04332,Male,20,Mumbai,Maharashtra,West,P023,Novel Collection,Books,Books,2,799,15%,1358.30,Net Banking,Returning,Organic
O000010,27-12-25,C04332,Customer 04332,Male,20,Mumbai,Maharashtra,West,P021,Cricket Bat,Sports & Fitness,Sports,1,3999,10%,3599.10,Net Banking,Returning,Organic
O000011,16-08-24,C02319,Customer 02319,Male,28,Delhi,Delhi,North,P018,Trimmer,Beauty & Personal Care,Grooming,3,1599,10%,4317.30,UPI,Returning,Google
O000012,26-11-25,C01461,Customer 01461,Male,32,Hyderabad,Telangana,South,P002,Wireless Earbuds Pro,Electronics,Audio,1,3499,10%,3149.10,Debit Card,Returning,Organic
O000012,26-11-25,C01461,Customer 01461,Male,32,Hyderabad,Telangana,South,P013,Mixer Grinder,Home & Kitchen,Appliances,2,4499,10%,8098.20,Debit Card,Returning,Organic
O000013,23-11-24,C01964,Customer 01964,Female,36,Mangaluru,Karnataka,South,P007,Cotton T-Shirt,Fashion,Apparel,2,899,10%,1618.20,Credit Card,Returning,Affiliate
O000013,23-11-24,C01964,Customer 01964,Female,36,Mangaluru,Karnataka,South,P004,Power Bank 20000mAh,Electronics,Accessories,1,1999,10%,1799.10,Credit Card,Returning,Affiliate
O000013,23-11-24,C01964,Customer 01964,Female,36,Mangaluru,Karnataka,South,P014,Air Fryer,Home & Kitchen,Appliances,1,5999,20%,4799.20,Credit Card,Returning,Affiliate
O000014,09-07-24,C03315,Customer 03315,Female,30,Panipat,Haryana,North,P021,Cricket Bat,Sports & Fitness,Sports,3,3999,5%,11397.15,Credit Card,Returning,Facebook
O000015,03-05-24,C03532,Customer 03532,Male,33,Ludhiana,Punjab,North,P021,Cricket Bat,Sports & Fitness,Sports,2,3999,0%,7998.00,UPI,New,Affiliate
O000016,23-03-25,C03887,Customer 03887,Male,37,New Delhi,Delhi,North,P022,Exam Preparation Set,Books,Education,1,1299,5%,1234.05,Net Banking,Returning,Google
O000016,23-03-25,C03887,Customer 03887,Male,37,New Delhi,Delhi,North,P011,Kurta Set,Fashion,Ethnic Wear,1,1799,0%,1799.00,Net Banking,Returning,Google
O000017,15-04-25,C04857,Customer 04857,Male,28,Rourkela,Odisha,East,P012,Non-stick Cookware Set,Home & Kitchen,Cookware,1,2999,10%,2699.10,Credit Card,Returning,Email
O000018,04-03-24,C03815,Customer 03815,Male,55,Vijayawada,Andhra Pradesh,South,P021,Cricket Bat,Sports & Fitness,Sports,1,3999,20%,3199.20,Net Banking,New,Instagram
O000018,04-03-24,C03815,Customer 03815,Male,55,Vijayawada,Andhra Pradesh,South,P003,Bluetooth Speaker,Electronics,Audio,1,4499,10%,4049.10,Net Banking,New,Instagram
O000019,01-03-25,C03588,Customer 03588,Female,18,Kozhikode,Kerala,South,P003,Bluetooth Speaker,Electronics,Audio,1,4499,0%,4499.00,UPI,New,Organic
O000020,08-05-25,C04380,Customer 04380,Female,30,Ludhiana,Punjab,North,P023,Novel Collection,Books,Books,1,799,15%,679.15,Credit Card,Returning,Google
O000021,09-03-24,C00561,Customer 00561,Female,33,Durgapur,West Bengal,East,P012,Non-stick Cookware Set,Home & Kitchen,Cookware,1,2999,0%,2999.00,Net Banking,New,affiliate
O000022,10-09-25,C04006,Customer 04006,Male,33,Bhilai,Chhattisgarh,Central,P008,Denim Jeans,Fashion,Apparel,1,1899,5%,1804.05,Credit Card,Returning,Google
O000023,25-10-25,C03042,Customer 03042,Male,18,Tirupati,Andhra Pradesh,South,P021,Cricket Bat,Sports & Fitness,Sports,2,3999,0%,7998.00,Debit Card,Returning,Organic
O000024,19-10-25,C03205,Customer 03205,Female,26,Mangaluru,Karnataka,South,P018,Trimmer,Beauty & Personal Care,Grooming,1,1599,15%,1359.15,Credit Card,Returning,Organic
O000024,19-10-25,C03205,Customer 03205,Female,26,Mangaluru,Karnataka,South,P010,Backpack 25L,Fashion,Bags,1,1599,10%,1439.10,Credit Card,Returning,Organic
O000024,19-10-25,C03205,Customer 03205,Female,26,Mangaluru,Karnataka,South,P004,Power Bank 20000mAh,Electronics,Accessories,1,1999,10%,1799.10,Credit Card,Returning,Organic
O000025,10-10-25,C00918,Customer 00918,Female,35,Jalandhar,Punjab,North,P023,Novel Collection,Books,Books,1,799,5%,759.05,Debit Card,Returning,Google
O000026,08-06-25,C04271,Customer 04271,Male,34,Visakhapatnam,Andhra Pradesh,South,P004,Power Bank 20000mAh,Electronics,Accessories,1,1999,20%,1599.20,UPI,Returning,Organic
O000027,09-06-25,C01852,Customer 01852,Female,33,New Delhi,Delhi,North,P022,Exam Preparation Set,Books,Education,2,1299,15%,2208.30,UPI,Returning,Facebook
O000028,16-11-25,C03788,Customer 03788,Male,46,Bhubaneswar,Odisha,East,P011,Kurta Set,Fashion,Ethnic Wear,1,1799,10%,1619.10,Debit Card,Returning,Facebook
O000029,02-06-25,C03184,Customer 03184,Male,38,Bhubaneswar,Odisha,East,P004,Power Bank 20000mAh,Electronics,Accessories,1,1999,15%,1699.15,Cash on Delivery,Returning,Email
O000029,02-06-25,C03184,Customer 03184,Male,38,Bhubaneswar,Odisha,East,P001,Smartphone X1,Electronics,Mobile Phones,1,23500,10%,21150.00,Cash on Delivery,Returning,Email
O000030,15-08-24,C02765,Customer 02765,Female,26,Noida,Uttar Pradesh,North,P011,Kurta Set,Fashion,Ethnic Wear,1,1799,0%,1799.00,Debit Card,Returning,Organic
O000031,11-10-25,C04151,Customer 04151,Male,18,Kozhikode,Kerala,South,P015,LED Study Lamp,Home & Kitchen,Lighting,1,999,0%,999.00,UPI,Returning,Instagram
O000031,11-10-25,C04151,Customer 04151,Male,18,Kozhikode,Kerala,South,P001,Smartphone X1,Electronics,Mobile Phones,1,23500,10%,21150.00,UPI,Returning,Instagram
O000032,05-12-24,C03761,Customer 03761,Male,35,Varanasi,Uttar Pradesh,North,P013,Mixer Grinder,Home & Kitchen,Appliances,1,4499,10%,4049.10,UPI,Returning,Email
O000032,05-12-24,C03761,Customer 03761,Male,35,Varanasi,Uttar Pradesh,North,P002,Wireless Earbuds Pro,Electronics,Audio,3,3499,10%,9447.30,UPI,Returning,Email
O000033,20-06-24,C04893,Customer 04893,Female,29,Varanasi,Uttar Pradesh,North,P006,Gaming Mouse,Electronics,Computer Accessories,1,1799,10%,1619.10,Cash on Delivery,Returning,Organic
O000034,01-05-25,C00598,Customer 00598,Female,31,Ahmedabad,Gujarat,West,P010,Backpack 25L,Fashion,Bags,1,1599,15%,1359.15,UPI,Returning,Facebook
O000034,01-05-25,C00598,Customer 00598,Female,31,Ahmedabad,Gujarat,West,P018,Trimmer,Beauty & Personal Care,Grooming,1,1599,0%,1599.00,UPI,Returning,Facebook
O000034,01-05-25,C00598,Customer 00598,Female,31,Ahmedabad,Gujarat,West,P001,Smartphone X1,Electronics,Mobile Phones,1,23500,10%,21150.00,UPI,Returning,Facebook
O000035,15-12-25,C01797,Customer 01797,Male,38,Delhi,Delhi,North,P021,Cricket Bat,Sports & Fitness,Sports,1,3999,5%,3799.05,Credit Card,Returning,Email
O000036,08-02-25,C01579,Customer 01579,Male,32,Kochi,Kerala,South,P007,Cotton T-Shirt,Fashion,Apparel,1,899,0%,899.00,Wallet,Returning,Google
O000037,23-12-25,C03271,Customer 03271,Female,27,Delhi,Delhi,North,P020,Dumbbell Set,Sports & Fitness,Fitness,2,2499,15%,4248.30,Credit Card,Returning,Instagram
O000038,13-05-24,C03075,Customer 03075,Female,29,Durgapur,West Bengal,East,P016,Face Wash,Beauty & Personal Care,Skincare,2,399,10%,718.20,Net Banking,New,Instagram
O000038,13-05-24,C03075,Customer 03075,Female,29,Durgapur,West Bengal,East,P012,Non-stick Cookware Set,Home & Kitchen,Cookware,1,2999,20%,2399.20,Net Banking,New,Instagram
O000039,19-10-25,C04213,Customer 04213,Male,33,Bengaluru,Karnataka,South,P018,Trimmer,Beauty & Personal Care,Grooming,2,1599,20%,2558.40,UPI,Returning,Email
O000039,19-10-25,C04213,Customer 04213,Male,33,Bengaluru,Karnataka,South,P002,Wireless Earbuds Pro,Electronics,Audio,2,3499,0%,6998.00,UPI,Returning,Email
O000040,16-06-24,C04530,Customer 04530,Female,35,Warangal,Telangana,South,P018,Trimmer,Beauty & Personal Care,Grooming,1,1599,10%,1439.10,UPI,Returning,Instagram
O000040,16-06-24,C04530,Customer 04530,Female,35,Warangal,Telangana,South,P010,Backpack 25L,Fashion,Bags,1,1599,5%,1519.05,UPI,Returning,Instagram
O000040,16-06-24,C04530,Customer 04530,Female,35,Warangal,Telangana,South,P014,Air Fryer,Home & Kitchen,Appliances,1,5999,5%,5699.05,UPI,Returning,Instagram
O000041,12-05-24,C03329,Customer 03329,Male,27,Vijayawada,Andhra Pradesh,South,P020,Dumbbell Set,Sports & Fitness,Fitness,1,2499,0%,2499.00,Credit Card,Returning,Affiliate
O000041,12-05-24,C03329,Customer 03329,Male,27,Vijayawada,Andhra Pradesh,South,P002,Wireless Earbuds Pro,Electronics,Audio,2,3499,15%,5948.30,Credit Card,Returning,Affiliate
O000041,12-05-24,C03329,Customer 03329,Male,27,Vijayawada,Andhra Pradesh,South,P001,Smartphone X1,Electronics,Mobile Phones,1,23500,10%,21150.00,Credit Card,Returning,Affiliate
O000042,15-10-25,C03236,Customer 03236,Female,23,Indore,Madhya Pradesh,Central,P023,Novel Collection,Books,Books,2,799,0%,1598.00,Cash on Delivery,Returning,Email
O000043,04-06-24,C04294,Customer 04294,Male,47,Siliguri,West Bengal,East,P020,Dumbbell Set,Sports & Fitness,Fitness,2,2499,10%,4498.20,Debit Card,New,Organic
O000043,04-06-24,C04294,Customer 04294,Male,47,Siliguri,West Bengal,East,P014,Air Fryer,Home & Kitchen,Appliances,1,5999,15%,5099.15,Debit Card,New,Organic
O000043,04-06-24,C04294,Customer 04294,Male,47,Siliguri,West Bengal,East,P001,Smartphone X1,Electronics,Mobile Phones,1,23500,15%,19975.00,Debit Card,New,Organic
O000044,08-12-25,C04089,Customer 04089,Female,38,Kolkata,West Bengal,East,P022,Exam Preparation Set,Books,Education,1,1299,15%,1104.15,Credit Card,Returning,Instagram
O000045,05-07-24,C00964,Customer 00964,Female,24,Cuttack,Odisha,East,P016,Face Wash,Beauty & Personal Care,Skincare,2,399,0%,798.00,Cash on Delivery,New,Google
O000046,18-10-25,C03229,Customer 03229,Male,31,Visakhapatnam,Andhra Pradesh,South,P015,LED Study Lamp,Home & Kitchen,Lighting,2,999,5%,1898.10,UPI,Returning,Organic
O000046,18-10-25,C03229,Customer 03229,Male,31,Visakhapatnam,Andhra Pradesh,South,P013,Mixer Grinder,Home & Kitchen,Appliances,1,4499,15%,3824.15,UPI,Returning,Organic
O000047,12-05-24,C03273,Customer 03273,Male,24,Faridabad,Haryana,North,P012,Non-stick Cookware Set,Home & Kitchen,Cookware,1,2999,0%,2999.00,Net Banking,Returning,Organic
O000048,27-09-25,C04764,Customer 04764,Female,34,Faridabad,Haryana,North,P003,Bluetooth Speaker,Electronics,Audio,1,4499,10%,4049.10,UPI,Returning,Affiliate
O000049,24-10-24,C04250,Customer 04250,Male,37,Muzaffarpur,Bihar,East,P007,Cotton T-Shirt,Fashion,Apparel,1,899,15%,764.15,Net Banking,Returning,Organic
O000050,21-12-24,C02231,Customer 02231,Male,27,Cuttack,Odisha,East,P011,Kurta Set,Fashion,Ethnic Wear,1,1799,15%,1529.15,UPI,Returning,Instagram
O000051,16-06-24,C04666,Customer 04666,Male,21,Visakhapatnam,Andhra Pradesh,South,P018,Trimmer,Beauty & Personal Care,Grooming,1,1599,15%,1359.15,UPI,New,Organic
O000052,09-03-25,C03062,Customer 03062,Male,31,Vijayawada,Andhra Pradesh,South,P016,Face Wash,Beauty & Personal Care,Skincare,1,399,0%,399.00,Net Banking,Returning,Referral
O000052,09-03-25,C03062,Customer 03062,Male,31,Vijayawada,Andhra Pradesh,South,P009,Running Shoes,Fashion,Footwear,1,2999,0%,2999.00,Net Banking,Returning,Referral
O000052,09-03-25,C03062,Customer 03062,Male,31,Vijayawada,Andhra Pradesh,South,P021,Cricket Bat,Sports & Fitness,Sports,1,3999,15%,3399.15,Net Banking,Returning,Referral
O000053,26-11-25,C00135,Customer 00135,Female,18,Kozhikode,Kerala,South,P006,Gaming Mouse,Electronics,Computer Accessories,3,1799,10%,4857.30,UPI,Returning,Affiliate
O000054,22-09-24,C04772,Customer 04772,Male,42,Chennai,Tamil Nadu,South,P016,Face Wash,Beauty & Personal Care,Skincare,2,399,5%,758.10,Debit Card,Returning,Organic
O000054,22-09-24,C04772,Customer 04772,Male,42,Chennai,Tamil Nadu,South,P003,Bluetooth Speaker,Electronics,Audio,1,4499,0%,4499.00,Debit Card,Returning,Organic
O000055,28-08-25,C03328,Customer 03328,Male,34,Mangaluru,Karnataka,South,P021,Cricket Bat,Sports & Fitness,Sports,1,3999,5%,3799.05,Net Banking,Returning,Email
O000055,28-08-25,C03328,Customer 03328,Male,34,Mangaluru,Karnataka,South,P002,Wireless Earbuds Pro,Electronics,Audio,2,3499,15%,5948.30,Net Banking,Returning,Email
O000055,28-08-25,C03328,Customer 03328,Male,34,Mangaluru,Karnataka,South,P001,Smartphone X1,Electronics,Mobile Phones,1,23500,15%,19975.00,Net Banking,Returning,Email
O000056,20-03-25,C04920,Customer 04920,Male,34,Jodhpur,Rajasthan,West,P022,Exam Preparation Set,Books,Education,2,1299,5%,2468.10,Cash on Delivery,New,Facebook
O000056,20-03-25,C04920,Customer 04920,Male,34,Jodhpur,Rajasthan,West,P002,Wireless Earbuds Pro,Electronics,Audio,2,3499,15%,5948.30,Cash on Delivery,New,Facebook
O000057,05-03-25,C02078,Customer 02078,Female,25,Mysuru,Karnataka,South,P003,Bluetooth Speaker,Electronics,Audio,1,4499,5%,4274.05,Credit Card,Returning,Organic
O000057,05-03-25,C02078,Customer 02078,Female,25,Mysuru,Karnataka,South,P005,Laptop Air 14,Electronics,Laptops,3,49900,5%,142215.00,Credit Card,Returning,Organic
O000058,12-11-25,C00047,Customer 00047,Male,31,Ludhiana,Punjab,North,P023,Novel Collection,Books,Books,1,799,5%,759.05,Cash on Delivery,Returning,Facebook
O000059,12-11-25,C00192,Customer 00192,Male,25,Jaipur,Rajasthan,West,P011,Kurta Set,Fashion,Ethnic Wear,1,1799,20%,1439.20,UPI,Returning,Google
O000059,12-11-25,C00192,Customer 00192,Male,25,Jaipur,Rajasthan,West,P003,Bluetooth Speaker,Electronics,Audio,1,4499,15%,3824.15,UPI,Returning,Google
O000060,01-02-25,C02915,Customer 02915,Male,33,Kochi,Kerala,South,P010,Backpack 25L,Fashion,Bags,1,1599,10%,1439.10,Credit Card,New,Email
O000060,01-02-25,C02915,Customer 02915,Male,33,Kochi,Kerala,South,P008,Denim Jeans,Fashion,Apparel,1,1899,10%,1709.10,Credit Card,New,Email
O000060,01-02-25,C02915,Customer 02915,Male,33,Kochi,Kerala,South,P021,Cricket Bat,Sports & Fitness,Sports,3,3999,5%,11397.15,Credit Card,New,Email
O000061,23-07-24,C04902,Customer 04902,Female,42,Bhubaneswar,Odisha,East,P009,Running Shoes,Fashion,Footwear,1,2999,15%,2549.15,Debit Card,Returning,Organic
O000062,18-04-25,C00716,Customer 00716,Female,25,Bhopal,Madhya Pradesh,Central,P008,Denim Jeans,Fashion,Apparel,1,1899,15%,1614.15,Debit Card,Returning,Google
O000062,18-04-25,C00716,Customer 00716,Female,25,Bhopal,Madhya Pradesh,Central,P003,Bluetooth Speaker,Electronics,Audio,1,4499,0%,4499.00,Debit Card,Returning,Google
O000063,31-05-25,C02831,Customer 02831,Female,29,Noida,Uttar Pradesh,North,P014,Air Fryer,Home & Kitchen,Appliances,1,5999,15%,5099.15,Credit Card,Returning,Affiliate
O000064,29-12-24,C02323,Customer 02323,Male,18,Panipat,Haryana,North,P017,Sunscreen SPF50,Beauty & Personal Care,Skincare,1,699,10%,629.10,UPI,Returning,Affiliate
O000065,21-03-24,C04579,Customer 04579,Male,38,Jalandhar,Punjab,North,P001,Smartphone X1,Electronics,Mobile Phones,2,23500,15%,39950.00,Credit Card,Returning,Affiliate
O000066,24-02-24,C03841,Customer 03841,Male,24,Nagpur,Maharashtra,West,P016,Face Wash,Beauty & Personal Care,Skincare,1,399,5%,379.05,Credit Card,New,Affiliate
O000066,24-02-24,C03841,Customer 03841,Male,24,Nagpur,Maharashtra,West,P014,Air Fryer,Home & Kitchen,Appliances,1,5999,10%,5399.10,Credit Card,New,Affiliate
O000067,05-01-24,C00971,Customer 00971,Male,37,Berhampur,Odisha,East,P016,Face Wash,Beauty & Personal Care,Skincare,1,399,5%,379.05,UPI,New,Organic
O000067,05-01-24,C00971,Customer 00971,Male,37,Berhampur,Odisha,East,P023,Novel Collection,Books,Books,1,799,20%,639.20,UPI,New,Organic
O000067,05-01-24,C00971,Customer 00971,Male,37,Berhampur,Odisha,East,P010,Backpack 25L,Fashion,Bags,1,1599,0%,1599.00,UPI,New,Organic
O000067,05-01-24,C00971,Customer 00971,Male,37,Berhampur,Odisha,East,P003,Bluetooth Speaker,Electronics,Audio,1,4499,15%,3824.15,UPI,New,Organic
O000068,11-05-25,C01552,Customer 01552,Male,41,Kolkata,West Bengal,East,P010,Backpack 25L,Fashion,Bags,2,1599,5%,3038.10,Wallet,Returning,Organic
O000069,23-12-24,C02444,Customer 02444,Male,32,Kolkata,West Bengal,East,P019,Yoga Mat,Sports & Fitness,Fitness,1,1199,10%,1079.10,Credit Card,New,Organic
O000069,23-12-24,C02444,Customer 02444,Male,32,Kolkata,West Bengal,East,P006,Gaming Mouse,Electronics,Computer Accessories,2,1799,20%,2878.40,Credit Card,New,Organic
O000069,23-12-24,C02444,Customer 02444,Male,32,Kolkata,West Bengal,East,P020,Dumbbell Set,Sports & Fitness,Fitness,2,2499,10%,4498.20,Credit Card,New,Organic
O000070,28-01-24,C00155,Customer 00155,Male,27,Vijayawada,Andhra Pradesh,South,P022,Exam Preparation Set,Books,Education,1,1299,0%,1299.00,Cash on Delivery,New,Google
O000071,26-09-24,C02309,Customer 02309,Male,21,Vijayawada,Andhra Pradesh,South,P006,Gaming Mouse,Electronics,Computer Accessories,1,1799,20%,1439.20,UPI,New,Instagram
O000071,26-09-24,C02309,Customer 02309,Male,21,Vijayawada,Andhra Pradesh,South,P009,Running Shoes,Fashion,Footwear,1,2999,5%,2849.05,UPI,New,Instagram
O000072,09-02-24,C03858,Customer 03858,Female,31,Jalandhar,Punjab,North,P004,Power Bank 20000mAh,Electronics,Accessories,1,1999,5%,1899.05,Credit Card,Returning,Facebook
O000073,23-12-25,C00770,Customer 00770,Female,49,Delhi,Delhi,North,P015,LED Study Lamp,Home & Kitchen,Lighting,1,999,5%,949.05,Net Banking,Returning,Facebook
O000074,28-01-25,C03194,Customer 03194,Female,47,Kozhikode,Kerala,South,P015,LED Study Lamp,Home & Kitchen,Lighting,1,999,15%,849.15,Cash on Delivery,New,Google
O000074,28-01-25,C03194,Customer 03194,Female,47,Kozhikode,Kerala,South,P009,Running Shoes,Fashion,Footwear,1,2999,5%,2849.05,Cash on Delivery,New,Google
O000075,12-02-24,C02275,Customer 02275,Female,39,Ahmedabad,Gujarat,West,P001,Smartphone X1,Electronics,Mobile Phones,1,23500,0%,23500.00,Cash on Delivery,New,Organic
O000076,19-06-25,C02967,Customer 02967,Female,51,Bengaluru,Karnataka,South,P015,LED Study Lamp,Home & Kitchen,Lighting,1,999,20%,799.20,Debit Card,Returning,Instagram
O000076,19-06-25,C02967,Customer 02967,Female,51,Bengaluru,Karnataka,South,P021,Cricket Bat,Sports & Fitness,Sports,1,3999,10%,3599.10,Debit Card,Returning,Instagram
O000076,19-06-25,C02967,Customer 02967,Female,51,Bengaluru,Karnataka,South,P004,Power Bank 20000mAh,Electronics,Accessories,2,1999,0%,3998.00,Debit Card,Returning,Instagram
O000077,11-08-25,C02302,Customer 02302,Male,18,Bhopal,Madhya Pradesh,Central,P006,Gaming Mouse,Electronics,Computer Accessories,1,1799,15%,1529.15,Credit Card,Returning,Google
O000077,11-08-25,C02302,Customer 02302,Male,18,Bhopal,Madhya Pradesh,Central,P003,Bluetooth Speaker,Electronics,Audio,1,4499,10%,4049.10,Credit Card,Returning,Google
O000078,15-07-24,C01561,Customer 01561,Male,40,Jodhpur,Rajasthan,West,P016,Face Wash,Beauty & Personal Care,Skincare,2,399,15%,678.30,Cash on Delivery,Returning,Organic
O000078,15-07-24,C01561,Customer 01561,Male,40,Jodhpur,Rajasthan,West,P020,Dumbbell Set,Sports & Fitness,Fitness,2,2499,0%,4998.00,Cash on Delivery,Returning,Organic
O000079,08-12-25,C03703,Customer 03703,Male,24,Ahmedabad,Gujarat,West,P005,Laptop Air 14,Electronics,Laptops,1,49900,0%,49900.00,Cash on Delivery,Returning,Affiliate
O000080,04-08-24,C03738,Customer 03738,Female,19,Kochi,Kerala,South,P015,LED Study Lamp,Home & Kitchen,Lighting,1,999,0%,999.00,Debit Card,New,Referral
O000080,04-08-24,C03738,Customer 03738,Female,19,Kochi,Kerala,South,P006,Gaming Mouse,Electronics,Computer Accessories,1,1799,5%,1709.05,Debit Card,New,Referral
O000081,06-09-24,C04744,Customer 04744,Male,19,Ahmedabad,Gujarat,West,P010,Backpack 25L,Fashion,Bags,1,1599,15%,1359.15,Debit Card,Returning,Organic
O000081,06-09-24,C04744,Customer 04744,Male,19,Ahmedabad,Gujarat,West,P012,Non-stick Cookware Set,Home & Kitchen,Cookware,1,2999,20%,2399.20,Debit Card,Returning,Organic
O000082,27-01-24,C03580,Customer 03580,Female,34,Indore,Madhya Pradesh,Central,P013,Mixer Grinder,Home & Kitchen,Appliances,1,4499,10%,4049.10,Net Banking,New,Organic
O000083,04-06-24,C04915,Customer 04915,Male,30,Warangal,Telangana,South,P020,Dumbbell Set,Sports & Fitness,Fitness,1,2499,0%,2499.00,Debit Card,New,Email
O000083,04-06-24,C04915,Customer 04915,Male,30,Warangal,Telangana,South,P009,Running Shoes,Fashion,Footwear,1,2999,10%,2699.10,Debit Card,New,Email
O000083,04-06-24,C04915,Customer 04915,Male,30,Warangal,Telangana,South,P021,Cricket Bat,Sports & Fitness,Sports,1,3999,5%,3799.05,Debit Card,New,Email
O000084,10-03-25,C04287,Customer 04287,Male,36,Bengaluru,Karnataka,South,P012,Non-stick Cookware Set,Home & Kitchen,Cookware,1,2999,10%,2699.10,Net Banking,Returning,Instagram
O000084,10-03-25,C04287,Customer 04287,Male,36,Bengaluru,Karnataka,South,P018,Trimmer,Beauty & Personal Care,Grooming,2,1599,5%,3038.10,Net Banking,Returning,Instagram
O000084,10-03-25,C04287,Customer 04287,Male,36,Bengaluru,Karnataka,South,P015,LED Study Lamp,Home & Kitchen,Lighting,4,999,0%,3996.00,Net Banking,Returning,Instagram
O000085,07-09-25,C00341,Customer 00341,Female,38,Ludhiana,Punjab,North,P007,Cotton T-Shirt,Fashion,Apparel,1,899,5%,854.05,Cash on Delivery,New,Email
O000085,07-09-25,C00341,Customer 00341,Female,38,Ludhiana,Punjab,North,P006,Gaming Mouse,Electronics,Computer Accessories,1,1799,0%,1799.00,Cash on Delivery,New,Email
O000086,25-07-24,C01358,Customer 01358,Female,35,Chennai,Tamil Nadu,South,P009,Running Shoes,Fashion,Footwear,1,2999,15%,2549.15,Cash on Delivery,Returning,Google
O000086,25-07-24,C01358,Customer 01358,Female,35,Chennai,Tamil Nadu,South,P014,Air Fryer,Home & Kitchen,Appliances,1,5999,0%,5999.00,Cash on Delivery,Returning,Google
O000087,15-09-25,C04720,Customer 04720,Male,35,Gaya,Bihar,East,P017,Sunscreen SPF50,Beauty & Personal Care,Skincare,2,699,0%,1398.00,UPI,Returning,Referral
O000088,04-05-24,C04147,Customer 04147,Female,38,Bengaluru,Karnataka,South,P005,Laptop Air 14,Electronics,Laptops,1,49900,10%,44910.00,Unknown,Returning,Google
O000089,27-03-24,C04359,Customer 04359,Male,32,Cuttack,Odisha,East,P001,Smartphone X1,Electronics,Mobile Phones,1,23500,10%,21150.00,Cash on Delivery,New,Google
O000090,28-01-24,C04484,Customer 04484,Female,21,Coimbatore,Tamil Nadu,South,P002,Wireless Earbuds Pro,Electronics,Audio,1,3499,5%,3324.05,UPI,New,Organic
